"hep-ex/0209014","N. Wermes","Norbert Wermes","Pixel Detectors for Particle Detection and Imaging Applications",,"Nucl.Instrum.Meth. A512 (2003) 277-288","10.1016/S0168-9002(03)01905-3",,"hep-ex",,"  Semiconductor pixel detectors offer features for the detection of radiation
which are interesting for particle physics detectors as well as for imaging
e.g. in biomedical applications (radiography, autoradiography, protein
crystallography) or in Xray astronomy. At the present time hybrid pixel
detectors are technologically mastered to a large extent and large scale
particle detectors are being built. Although the physical requirements are
often quite different, imaging applications are emerging and interesting
prototype results are available. Monolithic detectors, however, offer
interesting features for both fields in future applications. The state of
development of hybrid and monolithic pixel detectors, excluding CCDs, and their
different suitability for particle detection and imaging, is reviewed.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 22:01:55 GMT""}]","2009-11-07"
"hep-lat/0209090","Hideo Matsufuru","H. Matsufuru, J. Harada, T. Onogi, and A. Sugita","Heavy-light meson in anisotropic lattice QCD","Lattice2002(heavyquark), 3 pages, 2 figures",,"10.1016/S0920-5632(03)01634-7","YITP-02-53","hep-lat",,"  We examine whether the $O(a)$ improved quark action on anisotropic lattices
can be used as a framework for the heavy quark, which enables precision
computation of matrix elements of heavy-light mesons. To this end, it is
crucial to verify that a mass independent and nonperturbative tuning of the
parameters is possible. As a first step, we observe the dispersion relation of
heavy-light mesons on a quenched lattice using the action which is
nonperturbatively tuned only for the leading terms. On a lattice with the
spatial cutoff $a_\sigma^{-1} \simeq$ 1.6 GeV and the anisotropy $\xi=4$, the
relativity relation holds within 2% accuracy in the quark mass region $a_\sigma
m_Q \leq 1.2$ with the bare anisotropy parameter tuned for the massless quark.
We also apply the action to a calculation of heavy-light decay constants in the
charm quark mass region.
","[{""version"":""v1"",""created"":""Sun, 8 Sep 2002 11:17:29 GMT""}]","2009-11-07"
"hep-ph/0209083","Manfred Lindner","Manfred Lindner","The Physics Potential of Future Long Baseline Neutrino Oscillation
  Experiments","32 pages, 15 figures, to appear in ``Neutrino Mass'', Springer Tracts
  in Modern Physics, ed. by G. Altarelli and K. Winter, references added","Springer Tracts Mod.Phys. 190 (2003) 209-242","10.1016/S0920-5632(03)01318-5","TUM-HEP-474/02","hep-ph",,"  We discuss in detail different future long baseline neutrino oscillation
setups and we show the remarkable potential for very precise measurements of
mass splittings and mixing angles. Furthermore it will be possible to make
precise tests of coherent forward scattering and MSW effects, which allow to
determine the sign of $\Delta m^2$. Finally strong limits or measurements of
leptonic CP violation will be possible, which is very interesting since it is
most likely connected to the baryon asymmetry of the universe.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 21:49:41 GMT""},{""version"":""v2"",""created"":""Sat, 16 Nov 2002 13:20:17 GMT""},{""version"":""v3"",""created"":""Mon, 25 Nov 2002 23:09:24 GMT""}]","2009-11-07"
"hep-ph/0209084","Michael Czakon","M. Awramik, M. Czakon, A. Onishchenko, O. Veretin","Bosonic Corrections to $\Delta r$ at the Two Loop Level","26 pp, 13 figs","Phys.Rev. D68 (2003) 053004","10.1103/PhysRevD.68.053004",,"hep-ph",,"  The details of the recent calculation of the two-loop bosonic corrections to
the muon lifetime in the Standard Model are presented. The matching on the
Fermi theory is discussed. Renormalisation in the on-shell and in the MS scheme
is studied and transition between the schemes is shown to lead to identical
results. High precision numerical methods are compared with mass difference and
large mass expansions.
","[{""version"":""v1"",""created"":""Sun, 8 Sep 2002 12:27:47 GMT""}]","2009-11-07"
"hep-th/0209065","Tapobrata Sarkar","Zafar Ahmed, Tapobrata Sarkar","Some Aspects of Scattering in (Non) Commutative Gauge Theories","27+1 pages, LaTeX, 5 figures. Typos corrected, reference added",,,,"hep-th hep-ph",,"  We study almost-forward scattering in the context of usual and
non-commutative QED. We study the semi-classical behaviour of particles
undergoing this scattering process in the two theories, and show that the shock
wave picture, effective in QED fails for NCQED. Further, we show that whereas
in QED, there are no leading logarithmic contributions to the amplitude upto
sixth order, uncancelled logarithms appear in NCQED.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 16:12:34 GMT""},{""version"":""v2"",""created"":""Wed, 4 Dec 2002 15:06:43 GMT""}]","2007-05-23"
"hep-th/0209066","Shin'ichi Nojiri","Shin'ichi Nojiri and Sergei D. Odintsov","Newton potential in deSitter braneworld","LaTeX file, 14 pages. References added, version to appear in PLB","Phys.Lett.B548:215-223,2002","10.1016/S0370-2693(02)02859-9",,"hep-th",,"  Using graviton correlator on deSitter (dS) brane in 5d AdS or dS bulk we
calculate the four-dimensional Newton potential. For flat brane in AdS bulk the
Randall-Sundrum result is recovered. For flat brane in dS bulk the sign of
subleading ($1/r^3$) term in Newton potential is negative if compare with AdS
bulk. In accordance with dS/CFT correspondence this indicates that dual CFT
should be non-unitary (for example, higher derivative conformal theory).
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 17:55:09 GMT""},{""version"":""v2"",""created"":""Thu, 17 Oct 2002 04:24:00 GMT""}]","2009-09-17"
"hep-th/0209068","Mohammad R. Garousi","Mohammad R. Garousi","On-shell S-matrix and tachyonic effective actions","Latex, 15 pages, no figures, some numbers are corrected","Nucl.Phys. B647 (2002) 117-130","10.1016/S0550-3213(02)00903-3","IPM/P-2002/038","hep-th",,"  We evaluate various disk level four-point functions involving the massless
scalar and tachyon vertex operators in the presence of background B-flux in
superstring theory. By studying these amplitudes in specific limits, we find
couplings of two scalars with two tachyons, and couplings of four tachyons on
the world-volume of non-BPS D-branes of superstring theory. They are fully
consistent with the non-commutative tachyonic Dirac-Born-Infeld effective
action. They also fix the coefficient of $T^4$ term in the expansion of the
tachyon potential around its maximum.
","[{""version"":""v1"",""created"":""Sun, 8 Sep 2002 13:13:46 GMT""},{""version"":""v2"",""created"":""Tue, 17 Sep 2002 14:35:45 GMT""},{""version"":""v3"",""created"":""Mon, 24 Mar 2003 07:16:04 GMT""}]","2010-04-05"
"math/0209078","Nik Weaver","Nik Weaver","The Kadison-Singer problem in discrepancy theory","13 pages",,,,"math.CO math.FA math.OA",,"  We give a combinatorial form of the Kadison-Singer problem, a famous problem
in C*-algebra. This combinatorial problem, which has several minor variations,
is a discrepancy question about vectors in C^n. Some partial results can be
easily deduced from known facts in discrepancy theory.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 19:15:56 GMT""}]","2007-05-23"
"math/0209079","Nik Weaver","Nik Weaver","Operator algebras associated with the Klein-Gordon position
  representation in relativistic quantum mechanics","28 pages",,,,"math.OA math-ph math.FA math.MP",,"  We initiate a mathematically rigorous study of Klein-Gordon position
operators in single-particle relativistic quantum mechanics. Although not
self-adjoint, these operators have real spectrum and enjoy a limited form of
spectral decomposition. The associated C*-algebras are identifiable as crossed
products. We also introduce a variety of non self-adjoint operator algebras
associated with the Klein-Gordon position representation; these algebras are
commutative and continuously (but not homeomorphically) embeddable in
corresponding function algebras. Several open problems are indicated.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 19:20:20 GMT""}]","2007-05-23"
"math/0209080","Jan Snellman","Jan Snellman","Bounds for the Entropy of Graded Algebras","4 pages, 1 figure",,,,"math.RA",,"  Newman, Schneider and Shalev defined the entropy of a graded associative
algebra A as H(A) = \limsup_{n \to \infty} \sqrt[n]{a_n}, where a_n is the
vector space dimension of the n'th homogeneous component. When A is the
homogeneous quotient of a finitely generated free associative algebra, they
showed that H(A) \le \sqrt{a_2}. Using some results of Friedland on the maximal
spectral radius of 0-1 matrices with a prescribed number of ones, we improve on
this bound.
","[{""version"":""v1"",""created"":""Sat, 7 Sep 2002 20:22:46 GMT""},{""version"":""v2"",""created"":""Tue, 10 Sep 2002 11:55:52 GMT""}]","2007-05-23"
"math/0209081","Danny Calegari","Danny Calegari","Problems in foliations and laminations of 3-manifolds","35 pages","Proc. Symp. Pure Math. 71 (2003) 297-335",,,"math.GT",,"  This is a problem list in the theory of foliations and laminations of
3-manifolds. The focus is on the relationship of foliations and laminations
with other aspects of 3-manifold topology, especially with the Thurston theory
of geometric structures. This problem list is not meant to be comprehensive;
rather it focusses on research areas that currently seem (to the author)
particularly promising.
","[{""version"":""v1"",""created"":""Sun, 8 Sep 2002 04:30:36 GMT""}]","2007-05-23"
"math/0209082","Anne Schilling","Masato Okado, Anne Schilling, Mark Shimozono","Virtual crystals and Kleber's algorithm","23 pages; style file youngtab.sty required, package pstricks
  required; fixed typo in Eq. (5.2)","Commun.Math.Phys. 238 (2003) 187-209","10.1007/s00220-003-0855-z",,"math.QA math-ph math.CO math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Kirillov and Reshetikhin conjectured what is now known as the fermionic
formula for the decomposition of tensor products of certain finite dimensional
modules over quantum affine algebras. This formula can also be extended to the
case of $q$-deformations of tensor product multiplicities as recently
conjectured by Hatayama et al. (math.QA/9812022 and math.QA/0102113). In its
original formulation it is difficult to compute the fermionic formula
efficiently. Kleber (q-alg/9611032 and math.QA/9809087) found an algorithm for
the simply-laced algebras which overcomes this problem. We present a method
which reduces all other cases to the simply-laced case using embeddings of
affine algebras. This is the fermionic analogue of the virtual crystal
construction by the authors, which is the realization of crystal graphs for
arbitrary quantum affine algebras in terms of those of simply-laced type.
","[{""version"":""v1"",""created"":""Sun, 8 Sep 2002 10:05:54 GMT""},{""version"":""v2"",""created"":""Thu, 10 Apr 2014 00:26:48 GMT""}]","2014-04-11"
